signature_id;severity;description;signature_name
28700;High;This signature detects Backdoor.Cobrike attempt to connect back to attacker.;System Infected: Backdoor.Cobrike Activity
28701;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.TeslaCrypt Activity 3
28702;High;This signature detects attempts to exploit an arbitrary file write vulnerability in Symantec Endpoint Protection Manager.;Web Attack: Symantec Endpoint Manager CVE-2015-1487
28703;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 89
28704;Medium;You have attempted to visit a known malicious IP address. Visiting this web site could potentially put you at risk to becoming infected. Symantec's Network Threat Protection solution has prevented any potential infection attempts from occurring. You should not have to take any additional actions and are safe from infection. It is recommended that you do NOT visit this site.;Malicious Site: Malicious Domains Request
28705;High;This signature detects attempts to exploit a Denial Of Service vulnerability in ISC Bind.;Attack: Bind DOS CVE-2015-5477
28706;High;This signature detects attempts to exploit a privilege escalation vulnerability in Apple OSX.;OS Attack: Apple OSX Privilege Escalation
28707;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 90
28708;High;This signature detects attempts to download exploits and payloads from Angler exploit kit that may compromise a computer through various vendor vulnerabilities.;Web Attack: Angler Exploit Kit Website 11
28709;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 91
28710;High;This signature detects suspicious activities associated with the download of malware which may result in the compromise of the host.;System Infected: Trojan Downloader Activity 23
28711;High;This signature detects Trojan.Rloader.B activity on compromised machine.;System Infected: Trojan.Rloader.B Activity 3
28712;High;This signature detects attempts to download exploits from Neutrino toolkit that may compromise a computer through various vendor vulnerabilities.;Web Attack: Neutrino Exploit Kit SWF Download
28713;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.Enciphered Activity 11
28714;High;This would allow an attacker to read and steal sensitive local files on the victim's computer.;Web Attack: Mozilla Firefox CVE-2015-4495
28715;High;This signatures attempts to exploit known or unknown Internet Explorer bugs using popular evasion techniques.;Web Attack: Possible Exploit Generic
28716;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Cyberat Activity 2
28717;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Asyncrat Activity
28718;High;This signature detects Trojan.Quasar activity on the compromised computer.;System Infected: Trojan.Quasar Activity
28719;High;This signature detects attempts to exploit a remote code execution vulneraibility in Google Stagefright Media Playback Engine.;Attack: Android StageFright CVE-2015-3829
28720;High;This would allow an attacker to read and steal sensitive local files on the victim's computer.;Web Attack: Mozilla Firefox CVE-2015-4495 2
28721;High;This signature detects Trojan.Rloader.B activity on compromised machine.;System Infected: Trojan.Rloader.B Activity 4
28722;High;This signature detects suspicious activities associated with the download of malware which may result in the compromise of the host.;System Infected: Trojan.Tapaoux Activity 9
28723;High;This signature detects attempts to download exploits from a malicious toolkit which may compromise a computer through various vendor vulnerabilities.;Web Attack: SunDown Exploit Kit Website 4
28724;High;This signature detects backdoor communication used to potentially steal information from the compromised machine.;System Infected: Trojan.Cozer.B Activity
28725;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 93
28726;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.FakeDOJ Activity
28727;High;This signature detects attempts to exploit a remote code execution vulnerability in Microsoft Internet Explorer.;Web Attack: MSIE CVE-2015-6163
28728;High;This signature detects suspicious activities associated with the download of malware which may result in the compromise of the host.;System Infected: Trojan Downloader Activity 25
28729;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 144
28730;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Drover Activity
28731;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.Cryptodefense Activity 1
28732;High;This signature detects Adware.Gen communicating and requesting information from its controlling server.;System Infected: Adware.Gen Activity 6
28733;High;This signature detects Trojan.Turla communicating and requesting information from its controlling server.;System Infected: Trojan.Turla Activity 3
28734;High;This signature detects attempts to exploit a vulnerability in Powershell which could result in remote code execution.;Attack: Powershell Payload Web Delivery 2
28735;High;This signature detects traffic related to Infostealer.Banprox.C;System Infected: Infostealer.Banprox.C Activity
28736;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.CryptoApp Activity
28737;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.Cryptodefence Activity 11
28738;High;This signature detects attempts to exploit a remote code execution vulnerability in Adobe Flash Player.;Web Attack: Adobe Flash Player CVE-2015-3090 2
28739;High;This signature detects attempts to exploit a memory corruption vulnerability in Adobe Flash Player.;Web Attack: Adobe Flash Player CVE-2015-3105 2
28740;High;This signature detects Backdoor Korplug that opens a back door and may steal information from the compromised computer.;System Infected: Backdoor.Korplug Activity 6
28741;High;This signature detects attempts to exploit CVE-2015-0336 of Adobe Flash Player to gain full access on victim machine;Web Attack: Adobe Flash Player CVE-2015-0336
28742;High;This signature detects attempts to exploit CVE-2015-0359 of Adobe Flash Player to gain full access on victim machine;Web Attack: Adobe Flash Player CVE-2015-0359
28743;High;This signature detects suspicious activities associated with the download of malware which may result in the compromise of the host.;System Infected: Trojan.Downloader Activity 26
28744;High;This signature detects Ransomware network encryption activity.;System Infected: Ransom.Gen Activity 4
28745;High;This signature detects suspicious activities associated with the download of malware which may result in the compromise of the host.;System Infected: Netduke Activity
28746;High;This signature detects Trojan.Venik activity on compromised machines.;System Infected: Infostealer.Boyapki.D Activity
28747;High;This signature detects Adware.Gen communicating and requesting information from its controlling server.;System Infected: Adware.Gen Activity 3
28748;High;Trojan.Tinba is a Trojan horse that steals information from the compromised computer.;System Infected: Trojan.Tinba Activity 3
28749;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 97
28750;High;This signature detects W32.Brambul activities;System Infected: W32.Brambul Activity
28751;High;This signature detects attempts to exploit a Information Disclosure vulnerability in Microsoft XMLDOM ActiveX.;Web Attack: MSIE XMLDOM ActiveX CVE-2013-7331 5
28752;High;This signature detects suspicious activities associated with the download of malware which may result in the compromise of the host.;System Infected: Downloader.Upatre Activity 16
28753;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Kasidet Activity 2
28755;High;This signature detects Trojan.Linux Backdoor activity on compromised computer with Linux system.;System Infected: Linux.Mumblehard Activity
28756;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Scan Webpage 24
28757;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.TeslaCrypt Activity 4
28758;High;This signature detects Adobe Flash files which may contain malicious code exploiting a vulnerability.;Web Attack: Adobe Flash Player CVE-2015-5540
28759;High;This signature detects Trojan.Necurs activity on the infected machine.;System Infected: Backdoor.Necurs Activity
28760;High;This signature detects the attacks from Magnitude Exploit Kit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Magnitude Exploit Kit Flash Exploit 2
28761;High;This signatures detects Trojan.Werdlod activity on compromised machines.;System Infected: Trojan.Werdlod Acitivity 2
28762;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Trojan.Ransomware Activity 41
28763;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 100
28764;High;This signature detects a 'Downloader' file which may pull down more files which may compromise the target system.;System Infected: ZeroAccess P2P Request 3
28765;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Ransom.Chimera Activity 2
28766;High;This signature detects Trojan Downloader activity on the infected machine.;System Infected: Trojan.Gen2 Activity 2
28767;High;This signature detects Adware.Gen communicating and requesting information from its controlling server.;System Infected: Adware.Gen Activity 4
28768;High;This signature is to detect W97M.Downloader activity.;System Infected: W97M.Downloader Activity 5
28769;High;This signature detects Venom attack that allows the remote attacker to perform various malicious actions on the compromised computer.;Web Attack: Venom Website
28770;High;This signature detects the attacks from Magnitude Exploit Kit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Magnitude Exploit Kit Website 3
28771;High;This signature detects Adobe Flash files which may contain malicious code exploiting a vulnerability.;Web Attack: Adobe Flash Player CVE-2015-5129
28772;High;This signature detects suspicious activity from system processes.;System Infected: System Process Suspicious Activity 18
28773;High;This signature detects Coinminer activity on the infected machine.;System Infected: Miner.Bitcoinminer Activity 5
28774;High;This signature is to detect W97M.Downloader activity.;System Infected: W97M.Downloader Activity 6
28775;High;This signature detects Backdoor.Uwarrat network activity on compromised machines.;System Infected: Backdoor.Uwarrat Activity
28776;High;This signature detects Adware.Gen communicating and requesting information from its controlling server.;System Infected: Adware.RunBooster Activity
28777;High;This signature detects traffic related to Infostealer.Limitail;System Infected: Infostealer.limitail Activity
28778;High;This signature detects activity of Backdoor.Emdivi.;System Infected: Backdoor.emdivi Activity 5
28779;High;This signature detects attempts to exploit a remote code execution vulnerability in Microsoft Office files.;Web Attack: Microsoft OLE RCE CVE-2014-6352 4
28780;High;This signature is to detect W97M.Downloader activity.;System Infected: W97M.Downloader Activity 7
28781;High;This signature detects attempts to execute arbitrary code in the context of the application. Failed attacks will cause denial-of-service conditions.;Attack: IBM Tivoli Storage Manager FastBack Stack Buffer Overflow
28782;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.Cryptodefense Activity 12
28783;High;This signature detects Trojan.Cryptolocker.AA activity on compromised machine;System Infected: Ransom.ORXLocker Activity
28784;High;This signature detects the attacks from Magnitude Exploit Kit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Magnitude Exploit Kit 5
28785;High;This signature detects the attacks from Magnitude Exploit Kit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Magnitude Exploit Kit Website 6
28786;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Infostealer.Canfili Activity 2
28787;High;This signature detects malicious advertisements leading to malware or exploit.;Web Attack : Malicious Website Script Redirect 16
28788;High;This signature is to detect W97M.Downloader activity.;System Infected: W97M.Downloader Activity 8
28789;High;This signature detects activity of Backdoor.Emdivi.;System Infected: Backdoor.Emdivi Activity 6
28790;High;This signature detects Adobe Flash files which may contain malicious code exploiting a vulnerability.;Web Attack: Adobe Flash Player CVE-2015-5560
28791;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.Cryakl Activity
28792;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.Enciphered Activity 12
28793;High;This signature detects activity associated with Downloader.Dromedan.;System Infected: Downloader.Dromedan Activity 15
28794;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.Cryptodefense Activity 13
28795;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 101
28796;High;This signature will detect network activity of Trojan Carberp.;System Infected: Trojan.Carberp.D Activity
28797;High;This signature detects W32.Conpilf activity on compromised machines.;System Infected: W32.Conpilf Activity
28798;High;This signature detects W32.Conpilf activity on compromised machines.;System Infected: W32.Conpilf Activity 2
28799;High;This signature detects Trojan.Kasidet activity on compromised machines.;System Infected: Trojan.Kasidet Activity 4
28800;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Poldat Activity
28801;High;This signature detects malicious IRC instructions sent to the infected machine from the C and C servers.;System Infected: IRC Perl.Shellbot Activity
28802;High;This signature detects Trojan.Mdropper activity on compromised machines.;System Infected: Trojan.Mdropper Activity 2
28803;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Infostealer.Chabibase Activity 2
28804;High;This signature detects traffic related to Infostealer.Limitail;System Infected: Infostealer.Limitail Activity 9
28805;High;This signature is to detect HTTP traffic generated by W32.Sality to connect to and/or download files from malicious hosts.;System Infected: W32.Sality Activity 4
28806;High;This signature detects traffic related to Infostealer.Limitail;System Infected: Infostealer.Limitail Activity 10
28807;High;This signature detects traffic related to Infostealer.Limitail;System Infected: Infostealer.Limitail Activity 54
28808;High;This signature detects payload activity of metasploit web delivery module.;Attack: Metasploit Payload Upload Activity
28809;High;This signature will detect network activity of Trojan Carberp.;System Infected: Trojan.Carberp.D Activity 2
28810;High;This signature monitors Infostealer.Bancos.BB Activity over HTTP.;System Infected: Infostealer Bancos Activity 3
28811;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Scan Webpage 25
28812;High;This signature detects attempts to download exploits from a malicious toolkit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Malicious Phishing Request 6
28813;High;This signature will detect network activity of Trojan Carberp.;System Infected: Trojan.Carberp.D Activity 3
28814;High;This signature will detect network activity of Trojan Carberp.;System Infected: Trojan.Carberp.B Activity
28815;High;This signature will detect network activity of Trojan Carberp.;System Infected: Trojan.Carberp.D Activity 5
28816;High;This signature detects online scam activities.;Web Attack: Fake Alert Scam
28817;High;This signature attempts to detect an exploit called nuclearsploit which download malicious files that may further compromise the target host.;Web Attack: Nuclear Exploit Kit Website 8
28818;High;This signature detects the adware popup activity once it is installed on the system.;System Infected: Adware.Adpopup Activity 3
28819;High;This signature detects attempts to exploit a Use After Free vulnerability in Microsoft Office.;Web Attack: Microsoft Office RCE CVE-2015-2545
28820;High;This signature detects Ghost RAT activity on the compromised computer.;System Infected: GhostNet Backdoor Activity 5
28821;High;This signature detects suspicious activities associated with Formjacking;Web Attack: Formjacking Website 3
28822;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Suspicious User Agent Activity
28823;Medium;You have attempted to visit a known malicious IP address. Visiting this web site could potentially put you at risk to becoming infected. Symantec's Network Threat Protection solution has prevented any potential infection attempts from occurring. You should not have to take any additional actions and are safe from infection. It is recommended that you do NOT visit this site.;Malicious Phishing Site: Phishing Suspicious Request
28824;High;This signature detects attempts to exploit a Use After Free vulnerability in Microsoft Office.;Web Attack: Microsoft Office RCE CVE-2015-2545 2
28825;High;This signature will detect network activity of Trojan Carberp.;System Infected: Trojan.Carberp Activity 6
28826;High;This signature detects activity of Backdoor.Emdivi.;System Infected: Backdoor.Emdivi Activity 7
28827;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Trojan Activity 224
28828;High;This signature detects attempts to exploit Android stagefright bug that may compromise android phone when user received/accessed specifically crafted MP4 file.;Web Attack: Android Stagefright Integer Overflow CVE-2015-1538
28829;High;This signature detects the attempts to exploit a vulnerability in Adobe Acrobat Reader.;Web Attack: Adobe Acrobat & Reader CVE-2015-3073
28830;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Odinaff Activity 2
28831;High;This signature detects the attempts to exploit a vulnerability in Windows Media Center.;Web Attack: Windows Media Center RCE CVE-2015-2509
28832;High;This signature detects Backdoor.Hikit activity on the compromised computer.;System Infected: Backdoor.Hikit Activity 3
28833;High;This signature detects activity of Backdoor.Emdivi.;System Infected: Backdoor.Emdivi Activity 8
28834;High;This signature detects Trojan.Turla communicating and requesting information from its controlling server.;System Infected: Trojan.Turla Activity 5
28835;High;This signature detects Adobe Flash files which may contain malicious code exploiting a vulnerability.;Web Attack: Malicious SWF Download 40
28836;High;This signature detects Ghost RAT activity on the compromised computer.;System Infected: GhostNet Backdoor Activity 6
28837;High;This signature will detect network activity of Trojan Carberp.;System Infected: Trojan.Carberp.D Activity 7
28838;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 102
28839;High;This signature is to detect W97M.Downloader activity.;System Infected: W97M.Downloader Activity 34
28840;High;This signature detects backdoor communication used to potentially steal information from the compromised machine.;System Infected: Trojan.Kotver Acitivity 2
28841;High;This signature detects attempts to login-in using default credential and execution  of restricted SQL queries.;Attack: ManageEngine Opmanager Remote Code Execution
28842;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Scan Webpage 26
28843;High;This signature detects Trojan.Didytak CnC activity. It is recommended that you update your virus definitions and run a full system scan as a precautionary measure.;System Infected: Trojan.Didytak Activity 2
28844;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 230
28845;High;This signature detects Backdoor.Zegost activity on infected system;System Infected: Backdoor.Zegost Activity 2
28846;High;This signature detects Backdoor.Adwind activity on compromised machines.;System Infected: Backdoor.Adwind Activity
28847;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Scan Webpage 29
28848;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Infostealer.Odlanor Activity
28849;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Cadelspy Activity 2
28850;High;This signature detects attempts of outbound traffic from compromised iOS device, where a backdoor is running on compromised device.;System Infected: XCode Ghost Activity
28851;High;This signature detects Backdoor Korplug that opens a back door and may steal information from the compromised computer.;System Infected: Backdoor.Korplug Activity 8
28852;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Matsnu Activity 2
28853;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.TeslaCrypt Activity 5
28854;High;This signature detects malicious HTML website injected by W32.Fujacks.CE threat.;Web Attack: Malicious Injected HTML By W32.Fujacks.CE!html
28855;High;This signature detects attempts to exploit Rhino Script Engine Remote Code Execution Vulnerability.;Web Attack: Oracle Java Rhino Script Engine CVE-2011-3544 5
28856;High;This signature detects traffic related to Infostealer.Limitail;System Infected: Infostealer.Steamfishi Activity 12
28857;High;This signature detects attempts to exploit various vulnerabilities in D-Link routers.;Web Attack: D-Link Router Cookie Buffer Overflow
28858;High;This signature detects traffic generated by Trojan.Malscript which could lead to further infection of the affected system.;System Infected: Trojan.Malscript Activity 3
28859;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 106
28860;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Infostealer.Bebloh Activity
28861;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 105
28862;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Scan Webpage 28
28863;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Scan Webpage 30
28864;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Scan Webpage 31
28865;High;This signature detects activity associated with Downloader.Dromedan.;System Infected: Downloader.Dromedan Activity 11
28866;High;This signature detects generic Hacktool activity on possible compromised machine.;System Infected: Hacktool Activity
28867;High;This signature detects Backdoor.Joanap network activity on compromised machines.;System Infected: Backdoor.Joanap Activity
28868;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.TorrentLocker Activity
28869;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Trojan.Troldesh Activity
28870;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Kasidet Activity 3
28871;High;This signature detects attempts to download exploits and payloads from Spartan exploit kit that may compromise a computer through various vendor vulnerabilities.;Web Attack: Spartan Exploit Kit Website
28872;High;This signature detects attempts to download exploits and payloads from Spartan exploit kit that may compromise a computer through various vendor vulnerabilities.;Web Attack: Spartan Exploit Kit Flash Exploit
28873;High;This signature detects Trojan.Travnet activity on compromised system.;System Infected: Trojan.Travnet Activity 2
28874;High;This signature detects a fake antivirus scan page that displays false virus scan results.;Web Attack: Fake Scan Webpage 32
28875;High;This signature will detect attempts to download malicious Images on user's system.;Web Attack: Malicious JPEG Image Download 3
28876;High;This signature detects attempts to bypass same-origin policy in Microsoft Edge browsers.;Web Attack: Microsoft Edge SOP Bypass
28877;High;This signature detects hidden scripts injected in compromised websites, which upon visiting redirects the user to malicious websites.;Web Attack: Terror Exploit Kit
28878;High;This signature detects suspicious activities associated with the download of malware which may result in the compromise of the host.;System Infected: Downloader.Upatre Activity 19
28879;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 107
28880;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Infostealer.Ploscato Activity
28881;High;This signature detects attempts to exploit a memory-corruption vulnerability in Microsoft Windows Server Message Block.;Attack: Windows SMB Memory Corruption CVE-2015-2474
28882;High;This signature detects hidden iframe injected in websites, which upon visiting redirects the user to exploit kit hosted sites.;Web Attack: Malicious Redirection 35
28883;High;This signature detects attempts to exploit CVE-2015-5570 of Adobe Flash Player;Web Attack: Adobe Flash Player CVE-2015-5570
28884;High;This signature detects traffic related to Infostealer.Centerpos;System Infected: Infostealer.Centerpos Activity
28885;High;This Signature detects malicious activities performed by Trojan Mentono;System Infected: Trojan.Mentono Activity 2
28886;High;This signature detects activity associated with Downloader.Dromedan.;System Infected: Downloader.Dromedan Activity 12
28887;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.TeslaCrypt Activity 6
28888;High;This signature detects Backdoor Korplug that opens a back door and may steal information from the compromised computer.;System Infected: Backdoor.Korplug Activity 9
28889;High;This signature attempts to detect W32.Cridex worm activity on the infected system;System Infected: Trojan.Cridex Activity 7
28890;High;This signature detects an attempt to exploit a vulnerability in Microsoft Object Linking and  Embedding (OLE) which may result in remote code execution.;Web Attack: OLEAUT32 CVE-2014-6332 3
28891;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.HiddenTear Activity
28892;High;This Signature detects malicious activities performed by Trojan Mentono;System Infected: Trojan.Mentono Activity 3
28893;High;This signature detects Trojan.Venik activity on compromised machines.;Web Attack: Trojan.Venik Phishing Request
28894;High;This signature detects Backdoor.Daserf.B activity on the infected computer.;System Infected: Backdoor.Daserf.B Activity 2
28895;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Downloader.Pengdoloder Activity
28896;High;This signature detects Trojan.Linux Backdoor activity on compromised computer with Linux system.;System Infected: Trojan.Linux Backdoor Activity 2
28897;High;This signature detects Trojan.Linux Backdoor activity on compromised computer with Linux system.;System Infected: Linux.Kaiten Activity 3
28898;High;This signature detects hidden iframe injected in websites, which upon visiting redirects the user to exploit kit hosted sites.;Web Attack: Mass Iframe Injection Website 21
28899;High;This signature detects potential jRAT communication with its controlling server;System Infected: Trojan.Uverat Activity
28900;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 37
28901;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 38
28902;High;This signature detects traffic generated by Downloader.Ponik which may lead to further infection of the affected system.;System Infected: Downloader.Ponik Activity 17
28903;High;This signautre detects W32.Extrat trojan activity on infected system.;System Infected: W32.Extrat RAT Activity 3
28904;High;This Signature detects malicious activities performed by Vertexbot Backdoor;System Infected: Backdoor.Vertexbot Activity 2
28905;High;This signature detects suspicious activities associated with the download of malware which may result in the compromise of the host.;System Infected: Trojan.Downloader Activity 9
28906;High;This signature detects attempts to execute arbitrary code on vulnerable Windows Media Center. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file.;Web Attack: Windows Media Center Information Disclosure Vulnerability
28907;High;The signature detects Infostealer.Snifula activity on compromised machine;System Infected: Trojan.Snifula Activity 5
28908;High;This signature detects attempts to download exploits from a malicious toolkit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Malicious Phishing Request 8
28909;High;This signature detects attempts to download exploits and payloads from Angler exploit kit that may compromise a computer through various vendor vulnerabilities.;Web Attack: Angler Exploit Kit Website 20
28910;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Trojan Activity 39
28911;High;This signature detects suspicious activities associated with the download of malware which may result in the compromise of the host.;System Infected: W97M.Downloader Activity 19
28912;High;This signature detects Trojan.Fareit activity on compromised machines.;System Infected: Trojan.Fareit Activity
28913;High;This signature detects activity associated with Downloader.Dromedan.;System Infected: Downloader.Dromedan Activity 13
28914;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Trojan Activity 41
28915;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Trojan Activity 42
28916;High;This signature detects the Optimizer Pro activity on the system.;System Infected: PUA.Optimizer Pro Installer Download 2
28917;High;This signature detects suspicious activity from system processes.;System Infected: System Process Suspicious Activity 20
28918;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: DiamondFox Activity
28919;High;This signature detects Trojan.Broluxa activity on compromised machines.;System Infected: Trojan.Broluxa Activity
28920;High;This signature detects Backdoor.Gonymdos attempting to connect its CC server on compromised host.;System Infected: Backdoor.Gonymdos Activity
28921;High;This signature detects attempts to exploit directory traversal on Magento web service.;Web Attack: Magmi Plugin Download File Dir Traversal
28922;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 109
28923;High;This signature detects attempts to download exploits from Blackhole toolkit that may compromise a computer through various vendor vulnerabilities.;Web Attack: Malicious Exploit Kit Website 28
28924;High;This signature detects attempts to exploit a remote code execution vulnerability in Adobe Flash Player;Web Attack: Adobe Flash Player CVE-2015-7645
28925;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 110
28926;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Osipad Activity
28927;High;This signature detects attempts to exploit a remote code execution vulnerability in Adobe Flash Player;Web Attack: Adobe Flash Player CVE-2015-7645 2
28928;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 112
28929;High;This signature detects attempts to download exploits from Nuclear Exploit kit that may compromise a computer through various vendor vulnerabilities.;Web Attack: Nuclear Exploit Kit Download 7
28930;High;This signature detects attempts to download exploits and payloads from Angler exploit kit that may compromise a computer through various vendor vulnerabilities.;Web Attack: Angler Exploit Kit Payload Download 3
28931;High;This signature detects Adware.Gen communicating and requesting information from its controlling server.;System Infected: Adware.Gen Activity 7
28932;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 113
28933;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.Chimera Activity
28934;High;This signature detects activity associated with Downloader.Dromedan.;System Infected: Downloader.Dromedan Activity 14
28935;High;This signature detects Adware.Gen communicating and requesting information from its controlling server.;System Infected: Adware.Gen Activity 8
28936;High;This signature detects attempts to download exploits from a malicious toolkit which may compromise a computer through various vendor vulnerabilities.;Web Attack: Malicious Exploit Kit Website 27
28937;High;This signature detects file downloads related to Trojan.Gen.;System Infected: Trojan.Gen Activity 4
28938;High;This signature detects Backdoor.Duuzer attempting to connect its CC server on compromised host.;System Infected: Backdoor.Duuzer Activity
28939;High;This signature detects Backdoor.Duuzer attempting to connect its CC server on compromised host.;System Infected: Backdoor.Duuzer Activity 2
28940;High;Signature detects attempt to exploit Joomla SQLi. Which may result in full access on Joomla instance.;Web Attack: Joomla Content History SQLi
28941;High;This signature is to detect W97M.Downloader activity.;System Infected: W97M.Downloader Activity 9
28942;High;This signature detects Ransom malware activity on the infected machine.;System Infected: Ransom.CryptoWall 3.0 Download 2
28943;High;This signature detects Trojan.Chilurat attempting to connect its CC server on compromised host.;System Infected: Trojan.Chilurat Activity
28944;High;This signature detects activity of Backdoor.Destover.;System Infected: Backdoor.Destover Activity 3
28945;High;This signature monitors Infostealer.Bancos.BB Activity over HTTP.;System Infected: Infostealer.Bancos Activity 4
28946;High;This signature detects Infostealer activity on the infected  machine that could result in the downloading and executing of files from the Internet on a compromised host.;System Infected: Infostealer.Corebot Activity 2
28947;High;This signature detects Trojan.Luminrat attempting to connect its CC server on compromised host.;System Infected: Trojan.Luminrat Activity
28948;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Backdoor.Freeload Activity
28949;High;This signature detects Backdoor Trojan activity on the compromised computer.;System Infected: Trojan.Backdoor Activity 115
28950;High;This signature detects attempts to exploit multiple security bypass vulnerability in Symantec Endpoint Protection and Symantec Endpoint Protection Manager.;Attack: SEPM JRMI RCE
